,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
1563,13.5,3.94,40.72757339477539,-73.98896026611328,1,40.72229766845703,-73.9574966430664,0,2,0,1,18,3,52,30,0,1,18,4,10,41
1564,7.0,1.22,40.85349655151367,-73.93958282470703,1,40.84177780151367,-73.94206237792969,0,2,0,1,11,12,58,50,0,1,11,13,5,52
1565,27.0,5.61,40.75110626220703,-73.97611236572266,1,40.70689010620117,-73.950439453125,0,2,1,1,19,13,29,50,1,1,19,14,4,29
1566,4.0,0.56,40.72546768188477,-73.95378875732422,2,40.719703674316406,-73.95573425292969,0,2,1,1,26,23,15,22,1,1,26,23,18,9
1567,13.5,3.16,40.7300033569336,-73.9931640625,1,40.69390869140625,-73.98716735839844,0,2,4,1,22,17,46,10,4,1,22,18,2,2
1568,14.5,4.06,40.85215759277344,-73.9376449584961,1,40.80546569824219,-73.96218872070312,0,2,1,1,12,20,7,26,2,1,13,19,49,15
1569,5.0,0.8,40.704402923583984,-73.83287048339844,1,40.71344375610352,-73.83055114746094,0,2,1,1,19,21,49,47,1,1,19,21,54,32
1570,25.5,5.09,40.7170524597168,-74.00072479248047,1,40.67990112304688,-73.93997955322266,0,2,3,1,14,18,32,59,3,1,14,19,7,46
1571,5.0,0.7,40.77130889892578,-73.91664123535156,5,40.76763916015625,-73.91192626953125,0,1,3,1,14,14,30,2,3,1,14,14,34,36
1572,35.5,10.83,40.770545959472656,-73.86511993408203,1,40.691932678222656,-73.98896026611328,0,2,3,1,14,15,2,37,3,1,14,15,32,22
1573,8.0,1.53,40.80987930297852,-73.96062469482422,1,40.82884216308594,-73.94886779785156,0,2,5,1,2,20,42,52,5,1,2,20,50,49
1574,62.5,16.89,40.662635803222656,-73.88824462890625,1,40.77637100219727,-73.78376770019531,0,2,1,1,12,16,53,40,1,1,12,18,7,47
1575,6.5,1.17,40.67713928222656,-74.0006332397461,1,40.69145202636719,-73.99147033691406,0,2,4,1,8,16,44,55,4,1,8,16,51,30
1576,5.5,1.0,40.73746871948242,-73.95350646972656,1,40.74292755126953,-73.95182037353516,0,1,2,1,6,19,12,17,2,1,6,19,17,16
1577,11.5,1.78,40.68993377685547,-73.98422241210938,6,40.68121337890625,-73.95587158203125,0,2,3,1,7,8,45,47,3,1,7,9,1,53
1578,9.0,0.7,40.809242248535156,-73.94902801513672,3,40.81505584716797,-73.95858764648438,0,1,3,1,14,15,21,38,3,1,14,15,34,29
1579,4.5,0.74,40.870033264160156,-73.91248321533203,1,40.877891540527344,-73.90550231933594,0,2,4,1,29,13,26,25,4,1,29,13,29,48
1580,4.5,0.61,40.761138916015625,-73.93550872802734,1,40.75408554077149,-73.94224548339844,0,2,2,1,6,0,30,42,2,1,6,0,33,25
1581,7.0,0.9,40.79478454589844,-73.93347930908203,1,40.80188751220703,-73.93700408935547,0,1,1,1,12,16,32,9,1,1,12,16,40,14
1582,7.0,1.18,40.75602340698242,-73.88351440429688,1,40.74708938598633,-73.889404296875,0,2,3,1,21,18,46,44,3,1,21,18,54,27
1583,5.0,0.72,40.67023086547852,-73.8630599975586,1,40.675254821777344,-73.87186431884766,0,2,2,1,6,23,10,19,2,1,6,23,14,15
1584,5.0,0.78,40.75230026245117,-73.92922973632812,1,40.76138305664063,-73.92589569091797,0,2,4,1,22,12,36,35,4,1,22,12,40,23
1585,7.5,1.38,40.75803756713867,-73.89822387695312,1,40.74653625488281,-73.89091491699219,0,2,0,1,4,22,16,18,0,1,4,22,22,48
1586,16.0,4.94,40.65022659301758,-74.00492095947266,1,40.70249557495117,-73.98677062988281,0,2,2,1,20,20,58,38,2,1,20,21,10,51
1587,4.0,0.55,40.69328308105469,-73.99931335449219,1,40.68970489501953,-73.99269104003906,0,2,6,1,10,2,51,37,6,1,10,2,54,17
1588,6.0,0.73,40.680091857910156,-74.0013656616211,1,40.69076919555664,-73.9960708618164,0,2,5,1,30,12,2,30,5,1,30,12,9,14
1589,8.0,1.48,40.74103546142578,-73.86760711669922,1,40.74663543701172,-73.8913803100586,0,2,5,1,2,18,21,24,5,1,2,18,30,50
1590,5.0,0.41,40.76599502563477,-73.91541290283203,1,40.76660919189453,-73.92134094238281,0,2,1,1,5,15,45,58,1,1,5,15,50,45
1591,6.0,0.9,40.69799041748047,-73.97505187988281,1,40.70161819458008,-73.98684692382812,0,1,2,1,6,9,18,33,2,1,6,9,24,46
1592,7.0,1.58,40.75680160522461,-73.91425323486328,1,40.77539443969727,-73.91437530517578,0,2,6,1,3,22,25,15,6,1,3,22,32,13
1593,8.0,1.65,40.7074089050293,-73.9427490234375,1,40.71354293823242,-73.96564483642578,0,2,6,1,10,1,22,46,6,1,10,1,30,57
1594,11.0,2.42,40.73612594604492,-73.92391967773438,2,40.766075134277344,-73.91967010498047,0,2,5,1,9,16,52,55,5,1,9,17,7,38
1595,4.0,0.68,40.685001373291016,-73.98883056640625,1,40.68385314941406,-73.9790267944336,0,2,5,1,30,3,49,11,5,1,30,3,51,52
1596,9.0,2.14,40.85608291625977,-73.88262939453125,1,40.879783630371094,-73.8799057006836,0,2,1,1,26,19,45,54,1,1,26,19,54,55
1597,11.0,2.38,40.7819938659668,-73.91188049316406,1,40.758949279785156,-73.91901397705078,0,2,3,1,7,21,22,46,3,1,7,21,36,4
1598,5.5,0.9,40.76178741455078,-73.87127685546875,1,40.75156784057617,-73.8707046508789,0,1,4,1,15,12,46,2,4,1,15,12,50,46
1599,6.5,1.33,40.71507263183594,-73.8231430053711,1,40.72137451171875,-73.84429931640625,0,2,3,1,14,17,46,13,3,1,14,17,52,22
1600,11.5,1.61,40.74742126464844,-73.87291717529297,1,40.74990463256836,-73.86267852783203,0,2,1,1,5,18,42,42,1,1,5,18,59,47
1601,4.5,0.85,40.66455841064453,-73.95317840576172,1,40.67057800292969,-73.95740509033203,0,2,2,1,20,23,33,31,2,1,20,23,36,35
1602,8.0,1.68,40.66785049438477,-73.98741912841797,1,40.68629837036133,-73.98308563232422,0,2,4,1,1,1,1,7,4,1,1,1,9,26
1603,26.0,8.71,40.76829528808594,-73.86162567138672,1,40.79619216918945,-73.9352798461914,0,2,0,1,11,8,55,13,0,1,11,9,24,2
1604,26.5,6.0,40.61228942871094,-73.93798065185547,1,40.6837272644043,-73.97601318359375,0,1,5,1,2,16,49,33,5,1,2,17,28,31
1605,5.0,0.9,40.6920051574707,-73.9466323852539,1,40.6973762512207,-73.93579864501953,0,1,1,1,19,0,19,8,1,1,19,0,22,57
1606,11.5,2.26,40.75729370117188,-73.86089324951172,1,40.73308181762695,-73.86396026611328,0,2,3,1,14,12,28,39,3,1,14,12,43,8
1607,6.0,1.0,40.777435302734375,-73.96060943603516,1,40.78551483154297,-73.949951171875,0,1,3,1,7,17,35,23,3,1,7,17,41,30
1608,6.5,1.1,40.68677520751953,-73.9330062866211,1,40.68635177612305,-73.9498062133789,0,1,4,1,1,21,57,27,4,1,1,22,4,16
1609,5.0,0.5,40.803871154785156,-73.93782043457031,1,40.80757141113281,-73.9449691772461,0,1,6,1,3,0,44,17,6,1,3,0,49,12
1610,14.5,3.6,40.644378662109375,-73.95999145507812,1,40.69321060180664,-73.97100067138672,0,1,4,1,1,17,41,32,4,1,1,17,58,19
1611,8.0,1.6,40.6469612121582,-74.00827026367188,1,40.66523361206055,-73.98938751220703,0,1,6,1,24,17,54,53,6,1,24,18,3,53
1612,16.0,4.95,40.71777725219727,-73.98069763183594,1,40.69027328491211,-74.00007629394531,0,2,6,1,3,9,24,53,6,1,3,9,37,1
1613,8.0,1.6,40.69593048095703,-73.95967102050781,1,40.68974685668945,-73.98130798339844,0,1,2,1,13,22,17,23,2,1,13,22,26,5
1614,8.5,1.9,40.78240585327149,-73.94686126708984,1,40.80461883544922,-73.93709564208984,0,1,4,1,1,8,4,40,4,1,1,8,12,34
1615,5.5,1.07,40.70787811279297,-73.8526382446289,2,40.72142028808594,-73.84400939941406,0,2,5,1,16,1,8,31,5,1,16,1,12,28
1616,3.5,0.19,40.74689102172852,-73.89138793945312,1,40.74730682373047,-73.88748168945312,0,2,1,1,5,1,18,20,1,1,5,1,20,15
1617,15.0,4.2,40.61813735961914,-74.03852844238281,1,40.64199447631836,-74.0170669555664,0,1,4,1,1,4,42,45,4,1,1,4,55,21
1618,38.0,13.21,40.70343399047852,-73.8102798461914,1,40.81172561645508,-73.94242858886719,0,2,3,1,21,11,27,34,3,1,21,11,54,12
1619,6.0,1.0,40.66485595703125,-73.99320983886719,1,40.677581787109375,-73.98310089111328,0,1,1,1,5,21,15,30,1,1,5,21,20,54
1620,4.0,0.3,40.79983520507813,-73.9386215209961,1,40.79919815063477,-73.94304656982422,0,1,3,1,28,23,58,16,4,1,29,0,1,15
1621,15.0,3.64,40.64683151245117,-74.01214599609375,1,40.69210815429688,-73.99102783203125,0,2,0,1,11,17,54,46,0,1,11,18,12,49
1622,10.5,2.54,40.715518951416016,-74.0134506225586,1,40.70333099365234,-73.9918441772461,0,2,1,1,5,6,49,44,1,1,5,7,0,27
1623,5.0,0.53,40.75643539428711,-73.91358947753906,1,40.76139450073242,-73.91726684570312,0,2,1,1,26,15,28,55,1,1,26,15,33,53
1624,9.0,1.24,40.81194305419922,-73.95726013183594,1,40.80516052246094,-73.93905639648438,0,2,4,1,8,17,56,35,4,1,8,18,8,55
1625,23.5,5.76,40.76985931396485,-73.95467376708984,1,40.71683883666992,-73.95882415771484,0,2,4,1,8,11,7,16,4,1,8,11,38,33
1626,31.0,7.3,40.75509643554688,-73.96318054199219,1,40.82600784301758,-73.919677734375,0,1,1,1,19,10,51,50,1,1,19,11,35,45
1627,14.5,3.5,40.73119735717773,-74.00655364990234,1,40.71193313598633,-73.96289825439453,0,2,6,1,10,7,32,44,6,1,10,7,49,10
1628,6.5,1.14,40.752689361572266,-73.81705474853516,2,40.759498596191406,-73.83036804199219,0,2,0,1,18,11,39,13,0,1,18,11,45,28
1629,24.5,7.36,40.74756622314453,-73.95624542236328,2,40.749000549316406,-73.86981964111328,0,2,2,1,20,11,12,43,2,1,20,11,36,24
1630,22.5,3.72,40.68144989013672,-73.9498519897461,3,40.725677490234375,-73.95198059082031,0,2,2,1,27,16,31,32,2,1,27,17,7,53
1631,8.0,1.54,40.66360092163086,-73.98767852783203,1,40.681400299072266,-73.97713470458984,0,2,0,1,25,18,57,54,0,1,25,19,7,22
1632,10.5,2.83,40.76189804077149,-73.91093444824219,1,40.75556564331055,-73.88594055175781,0,2,5,1,2,11,57,35,5,1,2,12,6,36
1633,24.5,6.4,40.59994888305664,-73.94186401367188,1,40.68980407714844,-73.95140075683594,0,1,4,1,1,15,5,37,4,1,1,15,34,37
1634,7.0,1.2,40.81608963012695,-73.9468994140625,1,40.82910537719727,-73.94866943359375,0,1,6,1,24,22,0,51,6,1,24,22,8,28
1635,9.0,1.36,40.77265930175781,-73.95323944091797,1,40.78706741333008,-73.95381927490234,0,2,4,1,29,14,31,53,4,1,29,14,44,1
1636,23.0,7.45,40.61094284057617,-73.9205551147461,1,40.66733932495117,-73.89836883544922,0,2,6,1,10,12,56,58,6,1,10,13,15,19
1637,12.0,2.26,40.78325271606445,-73.83331298828125,1,40.75956344604492,-73.82972717285156,0,2,3,1,28,22,21,17,3,1,28,22,35,52
1638,14.0,3.4,40.74787902832031,-73.88313293457031,1,40.76650619506836,-73.92166900634766,0,1,4,1,22,23,54,35,5,1,23,0,9,33
1639,25.5,7.8,40.76106643676758,-73.96737670898438,1,40.690101623535156,-73.98981475830078,0,1,3,1,7,9,10,41,3,1,7,9,35,27
1640,5.5,0.7,40.68519592285156,-73.98030853271484,1,40.68001174926758,-73.97441864013672,0,2,0,1,18,12,29,29,0,1,18,12,35,3
1641,4.5,0.67,40.7961311340332,-73.93038177490234,1,40.798011779785156,-73.94026947021484,0,2,0,1,4,21,8,54,0,1,4,21,12,57
1642,5.5,1.03,40.754432678222656,-73.87763214111328,1,40.74739837646485,-73.88861083984375,0,2,1,1,12,1,10,57,1,1,12,1,15,37
1643,17.0,5.0,40.70446014404297,-73.91947937011719,1,40.68056869506836,-73.99466705322266,0,1,2,1,27,2,21,29,2,1,27,2,39,48
1644,13.5,3.3,40.7647590637207,-73.97389221191406,2,40.80386734008789,-73.95213317871094,0,1,6,1,10,12,20,14,6,1,10,12,35,2
1645,6.0,1.03,40.75737380981445,-73.9153060913086,5,40.76732635498047,-73.9223861694336,0,2,3,1,21,21,27,50,3,1,21,21,34,13
1646,5.0,0.72,40.70158386230469,-73.94281005859375,1,40.7120361328125,-73.94392395019531,0,2,2,1,20,19,0,18,2,1,20,19,4,35
1647,8.0,2.06,40.84445571899414,-73.93418884277344,1,40.82240676879883,-73.9422378540039,0,2,4,1,1,2,23,59,4,1,1,2,29,47
1648,8.5,1.68,40.74701690673828,-73.94351959228516,1,40.76616287231445,-73.930908203125,0,2,3,1,14,19,32,17,3,1,14,19,41,5
1649,28.0,6.94,40.70405578613281,-73.98666381835938,1,40.67840576171875,-73.9723892211914,0,2,0,1,25,7,33,8,0,1,25,8,15,12
1650,5.0,0.73,40.80004119873047,-73.9697265625,2,40.8021354675293,-73.96136474609375,0,2,0,1,18,18,51,11,0,1,18,18,54,59
1651,22.0,6.02,40.74155807495117,-73.99372100830078,1,40.7647819519043,-73.91683959960938,0,2,2,1,13,20,28,38,2,1,13,20,54,18
1652,36.0,10.63,40.65594100952149,-73.89828491210938,1,40.74493789672852,-73.86795806884766,0,2,0,1,4,11,24,48,0,1,4,12,1,15
1653,14.5,2.5,40.7877082824707,-73.95476531982422,1,40.791690826416016,-73.95303344726562,0,2,2,1,6,8,11,8,2,1,6,8,32,56
1654,21.5,6.46,40.75398635864258,-73.96936798095703,1,40.7349853515625,-73.88190460205078,0,2,0,1,18,7,51,42,0,1,18,8,15,30
1655,10.5,2.61,40.7187385559082,-73.95804595947266,2,40.693275451660156,-73.9719467163086,0,2,0,1,18,2,12,46,0,1,18,2,22,48
1656,20.5,6.66,40.765811920166016,-73.95174407958984,1,40.840816497802734,-73.94023132324219,0,2,3,1,28,19,52,19,3,1,28,20,8,31
1657,7.0,0.94,40.68606948852539,-73.9941177368164,1,40.69276809692383,-73.98627471923828,0,2,6,1,10,16,9,4,6,1,10,16,17,55
1658,4.0,0.48,40.810203552246094,-73.95854187011719,1,40.8042221069336,-73.96287536621094,0,2,2,1,27,20,42,55,2,1,27,20,46,1
1659,4.5,0.73,40.8095703125,-73.9455795288086,1,40.80521011352539,-73.9388656616211,0,2,2,1,13,1,57,19,2,1,13,2,0,22
1660,8.0,1.6,40.68542861938477,-73.95745849609375,1,40.689849853515625,-73.9778060913086,0,2,1,1,5,14,7,28,1,1,5,14,16,44
1661,15.0,3.63,40.79891586303711,-73.97063446044922,1,40.84185028076172,-73.94247436523438,0,2,2,1,13,18,16,47,2,1,13,18,34,6
1662,16.0,4.5,40.86027526855469,-73.90060424804688,1,40.82051849365234,-73.93656921386719,0,2,1,1,26,20,36,17,1,1,26,20,50,16
1663,8.0,1.39,40.692161560058594,-73.99565887451172,1,40.689884185791016,-73.9813003540039,0,2,6,1,24,20,56,42,6,1,24,21,5,29
1664,18.0,3.94,40.75847625732422,-73.96865844726562,1,40.80512619018555,-73.94902801513672,0,2,3,1,21,8,18,47,3,1,21,8,44,21
1665,5.0,0.89,40.725399017333984,-73.94561767578125,1,40.71742248535156,-73.95584869384766,0,2,4,1,15,0,32,2,4,1,15,0,35,34
1666,12.0,3.06,40.71206665039063,-74.0157699584961,2,40.68321228027344,-73.9954605102539,0,2,4,1,22,9,48,5,4,1,22,9,58,53
1667,12.5,3.46,40.71885299682617,-73.98861694335938,1,40.72723388671875,-73.95281219482422,0,2,6,1,3,18,5,36,6,1,3,18,16,37
1668,10.0,2.31,40.674232482910156,-73.94632720947266,1,40.68948364257813,-73.96913146972656,0,2,1,1,5,2,13,19,1,1,5,2,24,0
1669,20.0,6.49,40.703956604003906,-73.98672485351562,1,40.74632263183594,-73.95700073242188,0,2,1,1,19,4,4,1,1,1,19,4,19,37
1670,7.0,1.43,40.815025329589844,-73.94701385498047,5,40.80058670043945,-73.94415283203125,0,2,2,1,20,19,41,49,2,1,20,19,48,47
1671,8.5,1.89,40.68644332885742,-73.94251251220703,1,40.69865036010742,-73.92144775390625,0,2,4,1,29,23,10,58,4,1,29,23,19,39
1672,6.0,1.2,40.80175018310547,-73.94316864013672,1,40.7892951965332,-73.94024658203125,0,1,1,1,12,14,2,57,1,1,12,14,7,28
1673,9.5,1.77,40.68385314941406,-73.99512481689453,1,40.673316955566406,-73.9762954711914,0,2,5,1,16,15,10,12,5,1,16,15,21,19
1674,9.0,1.92,40.8210334777832,-73.93049621582031,2,40.81525802612305,-73.90480041503906,0,2,5,1,2,18,44,51,5,1,2,18,54,38
1675,29.5,8.05,40.74383544921875,-73.98905944824219,1,40.82395553588867,-73.94490051269531,0,2,0,1,4,8,51,3,0,1,4,9,24,43
1676,10.5,2.5,40.6949577331543,-73.95265197753906,1,40.702598571777344,-73.98682403564453,0,1,3,1,28,21,5,41,3,1,28,21,15,44
1677,10.0,2.6,40.72799301147461,-73.79495239257812,1,40.7137565612793,-73.83000946044922,0,1,0,1,4,22,49,34,0,1,4,22,58,21
1678,9.0,1.99,40.764381408691406,-73.92359161376953,1,40.7452278137207,-73.94841766357422,0,2,3,1,21,22,27,57,3,1,21,22,36,47
1679,6.0,1.18,40.75994873046875,-73.88712310791016,1,40.7469482421875,-73.89080047607422,0,2,5,1,2,22,25,18,5,1,2,22,31,44
1680,8.0,1.47,40.69078063964844,-73.9554443359375,1,40.68738174438477,-73.9817886352539,0,2,4,1,1,18,43,4,4,1,1,18,52,6
1681,4.5,0.55,40.79479217529297,-73.93257141113281,1,40.798500061035156,-73.94132232666016,0,2,4,1,22,19,5,8,4,1,22,19,9,27
1682,7.0,1.5,40.75746154785156,-73.80718994140625,1,40.75938034057617,-73.83038330078125,0,1,3,1,7,22,2,41,3,1,7,22,9,21
1683,7.0,1.17,40.73603439331055,-73.84970092773438,1,40.7208137512207,-73.8440933227539,0,2,3,1,21,18,9,27,3,1,21,18,17,50
1684,12.5,3.2,40.80000305175781,-73.96958923339844,1,40.822025299072266,-73.93978881835938,0,2,3,1,7,14,23,3,3,1,7,14,35,17
1685,11.0,2.57,40.65586853027344,-73.92345428466797,1,40.670005798339844,-73.95820617675781,0,2,3,1,7,19,46,24,3,1,7,19,58,24
1686,5.5,0.83,40.67028045654297,-73.9854507446289,1,40.681785583496094,-73.97681427001953,0,2,6,1,17,14,18,10,6,1,17,14,23,9
1687,8.5,1.9,40.70156478881836,-73.8987045288086,1,40.697914123535156,-73.9277114868164,0,2,3,1,21,2,2,24,3,1,21,2,10,34
1688,9.5,2.2,40.68478393554688,-73.99899291992188,2,40.68978118896485,-73.97330474853516,0,1,5,1,16,1,30,19,5,1,16,1,41,10
1689,26.0,8.79,40.70481491088867,-73.821533203125,1,40.76808166503906,-73.92059326171875,0,2,6,1,3,4,14,7,6,1,3,4,28,42
1690,45.0,15.6,40.64534378051758,-73.7763671875,1,40.74782180786133,-73.95699310302734,0,2,4,1,22,11,27,50,4,1,22,12,6,39
1691,2.5,0.13,40.83769226074219,-73.86345672607422,1,40.83735656738281,-73.86210632324219,0,2,1,1,19,10,24,55,1,1,19,10,25,40
1692,13.5,2.89,40.7411003112793,-73.85552215576172,4,40.747047424316406,-73.89038848876953,0,2,1,1,26,2,37,3,1,1,26,2,54,42
1693,4.5,0.53,40.68924331665039,-73.98722839355469,2,40.68525695800781,-73.98040771484375,0,2,1,1,5,12,10,5,1,1,5,12,14,17
1694,8.5,1.15,40.74575424194336,-73.8756103515625,1,40.74625015258789,-73.89653778076172,0,2,5,1,9,4,14,25,5,1,9,4,26,21
1695,52.0,17.35,40.643798828125,-73.78331756591797,1,40.80458450317383,-73.95140838623047,0,2,6,1,3,15,38,40,6,1,3,16,12,21
1696,13.0,3.48,40.706634521484375,-74.0156021118164,5,40.68529891967773,-73.99143981933594,0,2,5,1,9,20,21,38,5,1,9,20,33,46
1697,9.0,1.14,40.67282485961914,-73.98329162597656,1,40.68654251098633,-73.98394012451172,0,2,5,1,16,20,29,44,5,1,16,20,41,28
1698,18.5,3.7,40.75628280639648,-73.98182678222656,1,40.79937744140625,-73.95171356201172,0,1,1,1,12,8,32,52,1,1,12,9,0,36
1699,20.5,5.7,40.75830841064453,-73.99634552001953,1,40.68831634521485,-73.97686767578125,0,1,0,1,18,22,34,11,0,1,18,22,55,39
1700,16.5,4.77,40.75307846069336,-73.9791259765625,1,40.8104133605957,-73.94353485107422,0,2,6,1,17,22,53,5,6,1,17,23,9,58
1701,7.0,1.45,40.672813415527344,-73.9833984375,1,40.68315887451172,-73.99779510498047,0,2,4,1,29,16,54,40,4,1,29,17,2,16
1702,7.0,1.03,40.67793655395508,-73.9688491821289,1,40.68684387207031,-73.97808074951172,0,2,2,1,20,18,31,5,2,1,20,18,39,31
1703,7.0,1.3,40.84480667114258,-73.9096908569336,1,40.82953643798828,-73.91214752197266,0,1,3,1,7,19,37,21,3,1,7,19,45,39
1704,7.5,1.56,40.7941780090332,-73.9508285522461,1,40.81267929077149,-73.94202423095703,0,2,4,1,22,15,23,3,4,1,22,15,29,51
1705,12.5,1.4,40.77950668334961,-73.94459533691406,1,40.79132461547852,-73.95232391357422,0,1,2,1,27,11,38,3,2,1,27,11,57,52
1706,7.0,1.2,40.8066635131836,-73.95010375976562,5,40.80400085449219,-73.96607208251953,0,2,3,1,14,17,45,5,3,1,14,17,52,32
1707,7.5,1.37,40.667911529541016,-73.98068237304688,1,40.67504119873047,-73.97489929199219,0,2,2,1,20,9,52,17,2,1,20,10,0,35
1708,16.5,3.8,40.785606384277344,-73.94983673095703,1,40.82462692260742,-73.95191955566406,0,1,6,1,17,21,13,37,6,1,17,21,34,52
1709,12.0,3.43,40.76502227783203,-73.8823471069336,1,40.74656295776367,-73.89098358154297,0,2,1,1,5,0,55,32,1,1,5,1,4,2
1710,6.5,1.32,40.70882415771485,-73.78839874267578,1,40.70074081420898,-73.80733489990234,0,2,3,1,28,21,40,26,3,1,28,21,46,14
1711,12.0,2.7,40.6701774597168,-73.97886657714844,1,40.69649505615234,-73.9933853149414,0,1,3,1,21,21,4,53,3,1,21,21,20,18
1712,7.5,1.57,40.69048690795898,-73.96025848388672,1,40.67717742919922,-73.972412109375,0,2,6,1,17,0,5,0,6,1,17,0,12,14
1713,7.5,1.2,40.705665588378906,-73.95014953613281,1,40.69276428222656,-73.95577239990234,0,1,3,1,7,15,29,33,3,1,7,15,38,3
1714,16.0,4.9,40.82554626464844,-73.8675308227539,1,40.79471206665039,-73.93940734863281,0,1,5,1,9,11,18,28,5,1,9,11,30,41
1715,29.0,5.92,40.675865173339844,-73.94157409667969,1,40.673011779785156,-73.96076202392578,0,2,0,1,25,9,6,36,0,1,25,9,57,21
1716,18.0,4.24,40.67197036743164,-74.01071166992188,1,40.67618179321289,-73.9578857421875,0,2,6,1,17,14,51,37,6,1,17,15,13,45
1717,13.5,4.01,40.7123908996582,-73.9781265258789,1,40.702674865722656,-73.9905776977539,0,2,0,1,18,13,34,49,0,1,18,13,46,17
1718,11.5,2.47,40.82149887084961,-73.94294738769531,1,40.79610824584961,-73.93539428710938,0,2,3,1,7,8,35,44,3,1,7,8,48,59
1719,53.5,20.2,40.64853286743164,-73.78173065185547,1,40.69285202026367,-73.97378540039062,0,1,2,1,6,6,14,21,2,1,6,6,44,21
1720,7.5,1.44,40.67203140258789,-73.97391510009766,1,40.67194366455078,-73.99375915527344,0,2,3,1,14,18,6,30,3,1,14,18,14,40
1721,5.0,0.39,40.686790466308594,-73.98439025878906,1,40.68995666503906,-73.98126983642578,0,2,3,1,21,19,41,44,3,1,21,19,46,14
1722,16.5,3.6,40.67270278930664,-73.92517852783203,1,40.65437316894531,-73.95140838623047,0,1,4,1,22,22,10,45,4,1,22,22,32,5
1723,7.0,1.33,40.82815551757813,-73.9202880859375,3,40.82159805297852,-73.93901062011719,0,2,0,1,25,20,32,58,0,1,25,20,40,12
1724,7.0,1.26,40.752296447753906,-73.92859649658203,1,40.74453353881836,-73.94894409179688,0,2,2,1,20,21,22,4,2,1,20,21,29,54
1725,5.5,0.82,40.71800994873047,-73.95967102050781,1,40.72538375854492,-73.95198822021484,0,2,1,1,5,19,47,45,1,1,5,19,53,9
1726,5.0,0.68,40.77593612670898,-73.92913055419922,1,40.77028274536133,-73.91812133789062,0,2,2,1,27,21,11,11,2,1,27,21,15,41
1727,4.5,0.9,40.70185852050781,-73.98475646972656,2,40.69133758544922,-73.98746490478516,0,1,5,1,30,18,36,17,5,1,30,18,39,24
1728,4.5,0.8,40.72645568847656,-73.95442199707031,1,40.71812438964844,-73.95748138427734,0,1,2,1,6,20,46,23,2,1,6,20,49,34
1729,9.0,1.98,40.67072677612305,-73.9339599609375,1,40.6610221862793,-73.96063995361328,0,2,4,1,22,0,33,11,4,1,22,0,43,53
1730,5.0,0.9,40.81390380859375,-73.94450378417969,1,40.80382919311523,-73.9541244506836,0,1,0,1,4,15,41,28,0,1,4,15,45,5
1731,11.5,2.0,40.77018737792969,-73.95819091796875,1,40.78959274291992,-73.9521713256836,0,1,3,1,14,13,26,59,3,1,14,13,42,15
1732,8.0,1.5,40.81695938110352,-73.93575286865234,1,40.79920959472656,-73.9428939819336,0,2,5,1,30,11,34,46,5,1,30,11,43,41
1733,37.5,9.8,40.72032165527344,-73.95429229736328,1,40.78743362426758,-73.95410919189453,0,1,1,1,12,17,24,57,1,1,12,18,15,1
1734,13.5,3.41,40.72816848754883,-74.00292205810547,1,40.687156677246094,-73.99017333984375,0,2,0,1,11,16,26,9,0,1,11,16,41,12
1735,6.5,1.05,40.80186080932617,-73.94804382324219,1,40.81329345703125,-73.9415283203125,0,2,1,1,19,17,36,23,1,1,19,17,43,10
1736,15.0,3.7,40.71077346801758,-73.93232727050781,3,40.68117141723633,-73.95585632324219,0,1,4,1,22,22,29,44,4,1,22,22,48,28
1737,7.5,0.9,40.70315170288086,-73.83235931396484,1,40.7137451171875,-73.82996368408203,0,1,2,1,27,18,48,59,2,1,27,18,58,58
1738,25.0,6.42,40.74078750610352,-74.00713348388672,1,40.73454666137695,-73.95465850830078,0,2,2,1,6,14,21,23,2,1,6,14,53,28
1739,15.5,4.3,40.679298400878906,-73.91370391845703,1,40.68907165527344,-73.98632049560547,0,2,3,1,14,1,49,26,3,1,14,2,4,50
1740,8.5,1.79,40.71816635131836,-73.95315551757812,2,40.70509338378906,-73.93934631347656,0,2,0,1,18,2,29,22,0,1,18,2,37,55
1741,25.0,7.56,40.73027801513672,-73.98994445800781,1,40.804588317871094,-73.96638488769531,0,2,6,1,3,23,30,7,6,1,3,23,52,49
1742,10.5,2.82,40.64534378051758,-73.97763061523438,1,40.67508316040039,-73.97695922851562,0,2,6,1,3,21,27,21,6,1,3,21,35,42
1743,6.0,0.97,40.824440002441406,-73.94551086425781,4,40.83491516113281,-73.94441223144531,0,2,2,1,27,18,11,38,2,1,27,18,17,14
1744,7.5,1.0,40.759315490722656,-73.87265014648438,2,40.74924850463867,-73.86883544921875,0,1,5,1,9,16,46,36,5,1,9,16,55,54
1745,28.5,9.48,40.736026763916016,-73.99359130859375,1,40.82792282104492,-73.92565155029297,0,2,6,1,24,14,37,11,6,1,24,15,3,21
1746,17.5,4.83,40.72608947753906,-73.94994354248047,1,40.683631896972656,-73.97705841064453,0,2,6,1,3,20,20,3,6,1,3,20,38,3
